,Date,Shape,Location,State,Country,Lat,Lng,Closest Airport,Closest Airport Address,Closest Military Base,Closest Military Base Address
0,2016-01-01,Unknown ,Ontario ,CA ,USA ,34.0633443,-117.6508876,,,US Army Department,Los Alamitos
1,2016-01-01,Diamond ,Longmont ,CO ,USA ,40.1672068,-105.1019275,Boulder Municipal Airport-BDU,"3327 Airport Road, Boulder",US Army Department,"721 19th St #485, Denver"
2,2016-01-01,Lights Only ,Auburn ,WA ,USA ,47.30732279999999,-122.2284532,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Us Army,"13 A Bldg99, Lewis Mcchord"
3,2016-01-01,Lights Only ,Smyrna ,GA ,USA ,33.8839926,-84.51437609999999,Hartsfield-Jackson Atlanta International Airport,"6000 North Terminal Parkway, Atlanta",Military Depot,"13680 Arnold Mill Rd A, Roswell"
4,2016-01-01,Circle ,Richland ,WA ,USA ,46.28042000000001,-119.2751996,Tri-Cities Airport,"3601 North 20th Avenue, Pasco",US Army Department,"1011 E Ainsworth Ave, Pasco"
5,2016-01-01,Lights Only ,Irmo ,SC ,USA ,34.0859829,-81.1831513,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
6,2016-01-01,Lights Only ,Tacoma ,WA ,USA ,47.2528768,-122.4442906,Saint Joseph Hospital Heliport,Tacoma,Us Army,"13 A Bldg99, Lewis Mcchord"
7,2016-01-01,Lights Only ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
8,2016-01-01,Lights Only ,Newburgh ,ME ,USA ,44.71736749999999,-69.0003898,Lucky Landing Marina and Seaplane Base,Glenburn,Maine Military Supply,"179 Main Rd, Holden"
9,2016-01-01,Lights Only ,Gloucester ,MA ,USA ,42.6159285,-70.6619888,Boston Logan International Airport,Boston,US Army Department,"US Army Department, 10 Causeway St, Boston"
10,2016-01-01,Lights Only ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
11,2016-01-01,Lights Only ,Chillicothe ,MO ,USA ,39.7952946,-93.5524358,Lake Viking Private Airport,"Lake Viking Airport, Gallatin",National Guard,"1500 Washington St, Chillicothe"
12,2016-01-01,Lights Only ,Kennewick ,WA ,USA ,46.2086683,-119.119948,Tri-Cities Airport,"3601 North 20th Avenue, Pasco",US Army Department,"1011 E Ainsworth Ave, Pasco"
13,2016-01-01,Lights Only ,Florence ,KY ,USA ,38.9989499,-84.62661109999999,Cincinnati/Northern Kentucky International Airport,"3087 Terminal Drive, Hebron",Military Surplus,"1250 US-50, Milford"
14,2016-01-01,Lights Only ,Spokane Valley ,WA ,USA ,47.6732281,-117.2393748,Spokane International Airport,"9000 West Airport Drive, Spokane",Northwest Military Vehicles Ltd. Co.,"1287 N Greensferry Rd, Post Falls"
15,2016-01-01,Oval ,Malabar ,FL ,USA ,28.0036298,-80.5656089,Melbourne Orlando International Airport,"1 Air Terminal Parkway, Melbourne",Victory Center Military Store,"6200 20th St, Vero Beach"
16,2016-01-01,Lights Only ,Elk Grove ,CA ,USA ,38.4087993,-121.3716178,Sacramento International Airport,"6900 Airport Boulevard, Sacramento",270th Military Police Company,"8410 Okinawa St, Sacramento"
17,2016-01-01,Lights Only ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
18,2016-01-01,Lights Only ,Bayville ,NJ ,USA ,39.9090924,-74.1549173,Ocean County Airport,"101 Airport Road, Bayville",US Navy Department,"797 NJ-34, Colts Neck"
19,2016-01-01,Lights Only ,Glendale ,AZ ,USA ,33.5386523,-112.1859866,Public Safety,Glendale,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
20,2016-01-01,Circle ,Salt Lake City ,UT ,USA ,40.7607793,-111.8910474,American Towers Heliport,Salt Lake City,US Army Reserve Center,"4550 S 1300 E, Millcreek"
21,2016-01-01,Circle ,Colville ,WA ,USA ,48.5449971,-117.9009545,Erickson Ranch Airport,Rice,US Navy Recruiting,"164 S Main St, Colville"
22,2016-01-01,Circle ,Corinth ,KY ,USA ,38.4967376,-84.56410989999999,Blue Haven Farm Airport-14KY,"1850 Ferguson Road, Lexington",US Army Reserve,"N Middletown Rd, Paris"
23,2016-01-01,Triangle ,Arnold ,MO ,USA ,38.4419421,-90.3799609,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",Overlord Military Collectibles,"3008 Woodson Rd, Overland"
24,2016-01-01,Triangle ,Matthews ,NC ,USA ,35.1168131,-80.72368039999999,Charlotte Douglas International Airport,"5501 Josh Birmingham Parkway, Charlotte",Jasmine’s Military Shop / AZ EAZY SURPLUS,"4913 Chastain Ave #25, Charlotte"
25,2016-01-01,Triangle ,Thermopolis ,WY ,USA ,43.6460672,-108.2120432,Worland Municipal Airport,"1472 Airport Road, Worland",National Guard Recruiting Office,"1812 Washakie Ave, Worland"
26,2016-01-01,Triangle ,Pinson ,AL ,USA ,33.6889908,-86.6833228,Birmingham-Shuttlesworth International Airport,"5900 Messer Airport Highway, Birmingham",Sumpter Smith Air National Guard Base,"5401 E Lake Blvd, Birmingham"
27,2016-01-01,Triangle ,Aptos ,CA ,USA ,36.97717290000001,-121.8994016,Norman Y. Mineta San Jose International Airport,"1701 Airport Boulevard, San Jose",US Defense Department,"1265 Borregas Ave, Sunnyvale"
28,2016-01-01,Circle ,Amelia Island ,FL ,USA ,30.6265697,-81.46085599999999,Jacksonville International Airport,"2400 Yankee Clipper Drive, Jacksonville",US Defense Department,"Roosevelt Blvd, Jacksonville Naval Air Station"
29,2016-01-01,Circle ,Medford ,NY ,USA ,40.8175985,-73.0001068,Long Island MacArthur Airport,"100 Arrival Avenue, Ronkonkoma",Martin Military Inc,"1065 N Broadway, North Massapequa"
30,2016-01-01,Circle ,Joppatowne ,MD ,USA ,39.4290415,-76.3557028,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US Army Reserve Depot,"700 E Ordnance Rd, Baltimore"
31,2016-01-01,Lights Only ,Crystal City ,MO ,USA ,38.2190704,-90.38516369999999,St. Louis Downtown Airport,"6100 Archview Drive, Cahokia",US Army Reserve Center,"1610 W Columbia St, Farmington"
32,2016-01-01,Other ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
33,2016-01-01,Lights Only ,Gillsville ,GA ,USA ,34.3078817,-83.6335036,Athens-Ben Epps Airport - AHN,"1010 Ben Epps Drive, Athens",Army ROTC,"Military Bldg, Athens"
34,2016-01-01,Other ,Fuquay Varina ,NC ,USA ,35.5843235,-78.80001279999999,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
35,2016-01-01,Orb/Sphere ,Boise ,ID ,USA ,43.6150186,-116.2023137,May Airport-0U8,"Pahsimeroi Rd, Boise",US Army Department,"4279 W Harvard St, Boise"
36,2016-01-01,Orb/Sphere ,Vernon ,CT ,USA ,41.8186802,-72.47903699999999,Bradley International Airport,"Schoephoester Road, Windsor Locks",US Army Reserve,"Bldg 5550, Chicopee"
37,2016-01-01,Orb/Sphere ,Sodaville ,OR ,USA ,44.4837288,-122.8690294,Cubehole,Brownsville,Military Department,"1776 Militia Way SE, Salem"
38,2016-01-01,Orb/Sphere ,Covington ,WA ,USA ,47.3595592,-122.1180119,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
39,2016-01-01,Fireball ,Fenton ,MO ,USA ,38.5126456,-90.4429881,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",US Army Reserve Center,"4100 Goodfellow Blvd, St. Louis"
40,2016-01-01,Fireball ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
41,2016-01-01,Fireball ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
42,2016-01-01,Fireball ,Rancho Cucamonga ,CA ,USA ,34.10639889999999,-117.5931084,,,US Army Department,Los Alamitos
43,2016-01-01,Unknown ,Yelm ,WA ,USA ,46.9420431,-122.6059582,Tacoma Narrows Airport,"1202 26th Avenue Northwest, Gig Harbor",Us Army,"13 A Bldg99, Lewis Mcchord"
44,2016-01-01,Orb/Sphere ,Satellite Beach ,FL ,USA ,28.1761233,-80.59005189999999,Melbourne Orlando International Airport,"1 Air Terminal Parkway, Melbourne",Military Recruiting Office - U.S. Army,"1862 Rockledge Blvd, Rockledge"
45,2016-01-01,Orb/Sphere ,Titusville ,FL ,USA ,28.6122187,-80.8075537,NASA Shuttle Landing Facility,"Space Center, Orlando",Military Recruiting Office - U.S. Army,"1862 Rockledge Blvd, Rockledge"
46,2016-01-01,Orb/Sphere ,Hollywood ,FL ,USA ,26.0112014,-80.1494901,,,MILITARY TRL at TOWN CTR RD,Boca Raton
47,2016-01-01,Orb/Sphere ,Chicago ,IL ,USA ,41.8781136,-87.6297982,MAG USA,"100 North LaSalle Street, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
48,2016-01-01,Orb/Sphere ,Sac City ,IA ,USA ,42.42220330000001,-94.9897109,Sac City NDB SKI 356,Sac City,US Army Department,"1801 Gishwiller St, Sac City"
49,2016-01-01,Orb/Sphere ,Kissimmee ,FL ,USA ,28.2919557,-81.40757099999999,Robards Number Four Heliport,Kissimmee,US Army Department,"3701 Corrine Dr, Orlando"
50,2016-01-01,Orb/Sphere ,Fortuna ,CA ,USA ,40.5981867,-124.1572756,California Redwood Coast-Humboldt County Airport,"3561 Boeing Avenue, McKinleyville",GoArmy Eureka,"3300 Broadway St #518, Eureka"
51,2016-01-01,Orb/Sphere ,Branchland ,WV ,USA ,38.2209232,-82.2037529,Huntington Tri-State Airport,"1449 County Route 3/1, Huntington",Us Army ROTC,"400 Hal Greer Boulevard, Huntington"
52,2016-01-01,Unknown ,Cary ,NC ,USA ,35.79154,-78.7811169,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
53,2016-01-01,Unknown ,Downey ,CA ,USA ,33.9401088,-118.1331593,,,US Army Department,Los Alamitos
54,2016-01-01,Other ,Bremerton ,WA ,USA ,47.5650067,-122.6269768,,,Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
55,2016-01-01,Orb/Sphere ,Hereford Township ,PA ,USA ,40.4442247,-75.58588859999999,Lehigh Valley International Airport,"3311 Airport Road, Allentown",Defense Logistics Agency Troop Support,"700 Robbins St, Philadelphia"
56,2016-01-01,Orb/Sphere ,Fort Pierce ,FL ,USA ,27.4467056,-80.3256056,Vero Beach Regional Airport,"3400 Cherokee Drive, Vero Beach",Victory Center Military Store,"6200 20th St, Vero Beach"
57,2016-01-01,Circle ,Anchorage ,AK ,USA ,61.2180556,-149.9002778,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
58,2016-01-01,Other ,French Creek ,WV ,USA ,38.8856557,-80.2973054,Rexroad Airport,Buckhannon,Army National Guard,"2265 W Main St, Salem"
59,2016-01-01,Disk ,Swisher ,IA ,USA ,41.8458406,-91.69323200000001,The Eastern Iowa Airport,"2121 Arthur Collins Parkway Southwest, Cedar Rapids",US Army Department,"1599 Wenig Rd NE, Cedar Rapids"
60,2016-01-01,Orb/Sphere ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
61,2016-01-02,Oval ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
62,2016-01-02,Orb/Sphere ,El Cajon ,CA ,USA ,32.7947731,-116.9625269,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
63,2016-01-02,Other ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
64,2016-01-02,Other ,Spring Hill ,TN ,USA ,35.751179,-86.9300023,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
65,2016-01-02,Orb/Sphere ,Oklahoma City ,OK ,USA ,35.4675602,-97.5164276,St. Anthony Heliport,Oklahoma City,US Army Recruiting Office Moore,"9208 S. Western Brookwood Shopping Center, Oklahoma City"
66,2016-01-02,Orb/Sphere ,Cape Coral ,FL ,USA ,26.5628537,-81.9495331,Southwest Florida International Airport,"11000 Terminal Access Road, Fort Myers",Military Recruiting Office- U.S. Army Naples,"2275 Pine Ridge Rd, Naples"
67,2016-01-02,Lights Only ,Salt Lake City ,UT ,USA ,40.7607793,-111.8910474,American Towers Heliport,Salt Lake City,US Army Reserve Center,"4550 S 1300 E, Millcreek"
68,2016-01-02,Lights Only ,Doraville ,GA ,USA ,33.8981579,-84.2832564,Hartsfield-Jackson Atlanta International Airport,"6000 North Terminal Parkway, Atlanta",Military Depot,"13680 Arnold Mill Rd A, Roswell"
69,2016-01-02,Lights Only ,Black Canyon City ,AZ ,USA ,34.0774991,-112.1295121,Pleasant Valley Airport,"1276, 8700 West Carefree Highway, Peoria",Army Recruiting Arrowhead,"17570 N 75th Ave Suite 610, Glendale"
70,2016-01-02,Disk ,Lighthouse Point ,FL ,USA ,26.275636,-80.08726539999999,Fort Lauderdale-Hollywood International Airport,"100 Terminal Drive, Fort Lauderdale",MILITARY TRL at TOWN CTR RD,Boca Raton
71,2016-01-02,Lights Only ,Pittsburgh ,PA ,USA ,40.44062479999999,-79.9958864,US Steel Rooftop Heliport,Pittsburgh,US Navy Department,"625 E Pittsburgh McKeesport Blvd, North Versailles"
72,2016-01-02,Lights Only ,Meridian ,ID ,USA ,43.6121087,-116.3915131,Boise Airport,"3201 West Airport Way #1000, Boise",US Army Department,"4279 W Harvard St, Boise"
73,2016-01-02,Lights Only ,Cornelius ,OR ,USA ,45.5202404,-123.0470484,Mountaindale Airstrip,Banks,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
74,2016-01-02,Lights Only ,Albuquerque ,NM ,USA ,35.0843859,-106.650422,Albuquerque Rgnl Medical Center,Albuquerque,Museum of Military Families,"b, 546 NM-333, Tijeras"
75,2016-01-02,Lights Only ,Tempe ,AZ ,USA ,33.4255104,-111.9400054,Helipad,"1-199 West Hudson Lane, Tempe",US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
76,2016-01-02,Circle ,Scarborough ,ME ,USA ,43.5901974,-70.33449209999999,Portland International Jetport,"1001 Westbrook Street, Portland",Maine Military Museum & Learning Center,"50 Peary Terrace, South Portland"
77,2016-01-02,Circle ,Whitmire ,SC ,USA ,34.5029145,-81.6114932,Carolina Cow Country Airport,Clinton,US Army Reserve,"1514 SC-72, Greenwood"
78,2016-01-02,Lights Only ,St. Paul ,MN ,USA ,44.9537029,-93.0899578,Saint Paul Ramsey Medical Center Heliport,Saint Paul,Military Issue,"640 Taft St NE, Minneapolis"
79,2016-01-02,Lights Only ,Salem ,OR ,USA ,44.9428975,-123.0350963,Salem Health Hospital Helipad,"890 Oak Street Southeast building a, Salem",Military Department,"1776 Militia Way SE, Salem"
80,2016-01-02,Disk ,Annapolis ,MD ,USA ,38.9784453,-76.4921829,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US Military District-Wa Public,Washington
81,2016-01-02,Disk ,Ashland ,OH ,USA ,40.8686675,-82.3182178,Mansfield Lahm Regional Airport,"2000 Harrington Memorial Road, Mansfield",US Army Recruiting Company Medina,"44 Public Square #100, Medina"
82,2016-01-02,Lights Only ,Goose Creek ,SC ,USA ,32.9810059,-80.03258670000001,Charleston International Airport,"5500 International Boulevard, North Charleston",US Army Charleston CO HQ,"4600 Goer Dr, North Charleston"
83,2016-01-02,Circle ,Hollywood ,FL ,USA ,26.0112014,-80.1494901,,,MILITARY TRL at TOWN CTR RD,Boca Raton
84,2016-01-02,Orb/Sphere ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
85,2016-01-02,Triangle ,Gallatin ,TN ,USA ,36.3883809,-86.4466599,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
86,2016-01-02,Unknown ,Langhorne ,PA ,USA ,40.1745538,-74.92266649999999,Bradford Field,Flemington,US Army Inventory Research,"S 2nd St, Philadelphia"
87,2016-01-02,Unknown ,Aurora ,IN ,USA ,39.0570022,-84.9013402,Cincinnati/Northern Kentucky International Airport,"3087 Terminal Drive, Hebron",US Government Army,"75 Carmel Manor Rd, Fort Thomas"
88,2016-01-02,Unknown ,Spurger ,TX ,USA ,30.6912029,-94.17742969999999,Jasper County-Bell Field,"163 Carnes Manning Drive, Jasper",U.S. Army Recruiting Office,"334 E Gibson St, Jasper"
89,2016-01-02,Fireball ,Imperial Beach ,CA ,USA ,32.5839444,-117.1130849,San Diego International Airport,"3225 North Harbor Drive, San Diego",Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
90,2016-01-02,Fireball ,Dickinson ,ND ,USA ,46.8791756,-102.7896242,Dickinson Theodore Roosevelt Regional Airport,"11120 42nd Street Southwest, Dickinson",North Dakota Army National Guard Recruiting,"46 W Museum Dr, Dickinson"
91,2016-01-02,Fireball ,Billings ,MT ,USA ,45.7832856,-108.5006904,Terminal,"1901 Terminal Circle, Billings",US Army Department,"2671 Gabel Rd, Billings"
92,2016-01-02,Triangle ,Norwich ,CT ,USA ,41.5242649,-72.07591049999999,Groton - New London Airport,"155 Tower Avenue, Groton",US Army Department,"536 Spring St, Windsor Locks"
93,2016-01-02,Triangle ,Pound Ridge ,NY ,USA ,41.208442,-73.57482,Westchester County Airport,"240 Airport Road, White Plains",Division of Military and Naval Affairs,"643 Park Ave, New York"
94,2016-01-02,Fireball ,Meadville ,PA ,USA ,41.6414438,-80.15144839999999,Erie International Airport,"4411 West 12th Street, Erie",US Marine Corps,Fowler
95,2016-01-03,Lights Only ,Wenonah ,NJ ,USA ,39.7945582,-75.14878829999999,Philadelphia International Airport,"8000 Essington Ave, Philadelphia",US Army Reserve Training Center,"3911 Federal St, Pennsauken Township"
96,2016-01-03,Lights Only ,Taylors ,SC ,USA ,34.9203946,-82.2962268,Greenville-Spartanburg International Airport,"2000 GSP Drive, Greer",United States Army Drill Sergeant Association,"359 Ferndale Dr, Spartanburg"
97,2016-01-03,Lights Only ,Nashville ,TN ,USA ,36.1626638,-86.7816016,,,US Army Department,"110 9th Ave S, Nashville"
98,2016-01-03,Lights Only ,Forest Acres ,SC ,USA ,34.019322,-80.98981280000001,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
99,2016-01-03,Lights Only ,Easton ,PA ,USA ,40.688432,-75.2207323,,,US Army Department,"131 Eggert Crossing Rd, Lawrenceville"
100,2016-01-03,Lights Only ,Stroudsburg ,PA ,USA ,40.9867609,-75.1946248,Lehigh Valley International Airport,"3311 Airport Road, Allentown",Richard's Military Post Exchange,"264 E Main St, Port Jervis"
101,2016-01-03,Lights Only ,Childress ,TX ,USA ,34.4264529,-100.2040019,Childress Municipal Airport,"15716 Farm to Market Road 164, Childress",Iron Soldiers Inc,"904 Hillcrest Dr, Childress"
102,2016-01-03,Fireball ,Santee ,CA ,USA ,32.8383828,-116.9739167,San Diego International Airport,"3225 North Harbor Drive, San Diego",Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
103,2016-01-03,Teardrop ,Southington ,CT ,USA ,41.5964869,-72.8776013,Bradley International Airport,"Schoephoester Road, Windsor Locks",Army Reserve Unit,"87 Wooster Heights, Danbury"
104,2016-01-03,Fireball ,Chula Vista ,CA ,USA ,32.6400541,-117.0841955,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
105,2016-01-03,Fireball ,Milford ,CT ,USA ,41.2306979,-73.064036,Tweed New Haven Airport,"155 Burr Street, New Haven",Army National Guard & Army Reserve Recruiting,"2701 Middle Country Rd, Lake Grove"
106,2016-01-03,Orb/Sphere ,MORRISTOWN ,NJ ,USA ,40.79676670000001,-74.4815438,Newark Liberty International Airport,"3 Brewster Road, Newark",United States Department of the Army,"Area Command, Brooklyn"
107,2016-01-03,Unknown ,Delray Beach ,FL ,USA ,26.4614625,-80.0728201,,,MILITARY TRL at TOWN CTR RD,Boca Raton
108,2016-01-03,Triangle ,Woodbury ,MN ,USA ,44.9238552,-92.9593797,Minneapolis−Saint Paul International Airport,MN,Military Issue,"640 Taft St NE, Minneapolis"
109,2016-01-03,Fireball ,Newtown ,CT ,USA ,41.4141172,-73.3035651,Tweed New Haven Airport,"155 Burr Street, New Haven",Army Reserve Unit,"87 Wooster Heights, Danbury"
110,2016-01-03,Orb/Sphere ,Broomfield ,CO ,USA ,39.9205411,-105.0866504,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
111,2016-01-03,Orb/Sphere ,Hagerstown ,MD ,USA ,39.6417629,-77.71999319999999,Hagerstown Regional Airport,"18434 Showalter Road, Hagerstown",Us Army,"1 Overcash Ave, Chambersburg"
112,2016-01-03,Orb/Sphere ,Castalian Springs ,TN ,USA ,36.3936587,-86.3080463,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
113,2016-01-04,Unknown ,Burien ,WA ,USA ,47.4668384,-122.3405305,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
114,2016-01-04,Unknown ,Eureka ,CA ,USA ,40.8020712,-124.1636729,California Redwood Coast-Humboldt County Airport,"3561 Boeing Avenue, McKinleyville",GoArmy Eureka,"3300 Broadway St #518, Eureka"
115,2016-01-04,Lights Only ,North Shore ,HI ,USA ,21.5616575,-158.0715983,Daniel K. Inouye International Airport,"300 Rodgers Blvd, Honolulu",Airsoft Military,"2566 Cartwright Rd, Honolulu"
116,2016-01-04,Lights Only ,Des Moines ,IA ,USA ,41.5868353,-93.6249593,,,US Army Reserve,"225 E Army Post Rd, Des Moines"
117,2016-01-04,Lights Only ,Suffolk ,VA ,USA ,36.7282054,-76.5835621,Norfolk International Airport,"2200 Norview Avenue, Norfolk",Military Circle,"880 N Military Hwy, Norfolk"
118,2016-01-04,Lights Only ,Grand Terrace ,CA ,USA ,34.0339031,-117.3136544,Ontario International Airport,Ontario,March ARB,"March Air Reserve Base, Perris Blvd, March Air Reserve Base"
119,2016-01-04,Lights Only ,Ventura ,CA ,USA ,34.2804923,-119.2945199,Camarillo Airport,"555 Airport Way, Camarillo",Military Connection,"250 E Easy St, Simi Valley"
120,2016-01-04,Lights Only ,Citrus Heights ,CA ,USA ,38.7071247,-121.2810611,Sacramento International Airport,"6900 Airport Boulevard, Sacramento",270th Military Police Company,"8410 Okinawa St, Sacramento"
121,2016-01-04,Triangle ,New Blaine ,AR ,USA ,35.28945119999999,-93.4200305,Winfield Airpark,"7025 Haggerty Lane, Ozark",US Army Reserve,"2500 E 2nd St, Russellville"
122,2016-01-04,Oval ,Sarasota ,FL ,USA ,27.3364347,-82.53065269999999,,,Military Recruiting Office - U.S. Army,"5581 Broadcast Ct #103, Sarasota"
123,2016-01-04,Oval ,Twin Lake ,MI ,USA ,43.36279220000001,-86.164783,Muskegon County Airport (MKG),"99 Sinclair Drive, Muskegon",US Army Reserve,"3870 3 Mile Rd NW, Grand Rapids"
124,2016-01-04,Other ,Stanardsville ,VA ,USA ,38.2973519,-78.44000989999999,Charlottesville–Albemarle Airport,"100 Bowen Loop #200, Charlottesville",US Army Foreign Science,"2055 Boulders Rd, Charlottesville"
125,2016-01-04,Other ,Orangevale ,CA ,USA ,38.6785145,-121.2257818,Sacramento International Airport,"6900 Airport Boulevard, Sacramento",270th Military Police Company,"8410 Okinawa St, Sacramento"
126,2016-01-04,Orb/Sphere ,Viking Mountain ,TN ,USA ,36.0149903,-82.7582271,Mountain Air Country Club,"30 Mountain Air Drive, Burnsville",US Army Reserve,Asheville
127,2016-01-04,Orb/Sphere ,Roberts County ,SD ,USA ,45.611639,-97.0335771,Helipad,"2-98 Hillview, Sisseton",National Guard,"406 2nd Ave W, Sisseton"
128,2016-01-04,Triangle ,San Diego ,CA ,USA ,32.715738,-117.1610838,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
129,2016-01-04,Circle ,Warrensburg ,MO ,USA ,38.7627893,-93.73604979999999,Higginsville Industrial Municipal Airport,"11667 Airport Road, Higginsville",National Guard,"453 S Davis Ave, Marshall"
130,2016-01-04,Triangle ,Kennewick ,WA ,USA ,46.2086683,-119.119948,Tri-Cities Airport,"3601 North 20th Avenue, Pasco",US Army Department,"1011 E Ainsworth Ave, Pasco"
131,2016-01-05,Lights Only ,Blue Hill ,ME ,USA ,44.4139662,-68.5866904,Bangor International Airport,"287 Godfrey Boulevard, Bangor",Maine Military Supply,"179 Main Rd, Holden"
132,2016-01-05,Lights Only ,State College ,PA ,USA ,40.7933949,-77.8600012,University Park Airport,"2493 Fox Hill Road, State College",US Army Reserve,"6400 Clearfield Woodland Hwy, Clearfield"
133,2016-01-05,Oval ,Philadelphia ,PA ,USA ,39.9525839,-75.1652215,Helipad,"245 North 15th Street, Philadelphia",US Army Reserve Training Center,"3911 Federal St, Pennsauken Township"
134,2016-01-05,Lights Only ,Jackson ,NJ ,USA ,40.0918895,-74.35874729999999,Trenton-Mercer Airport,"1100 Terminal Circle Drive, Ewing Township",US Navy Department,"797 NJ-34, Colts Neck"
135,2016-01-05,Boomerang/V-Shaped ,Windsor Heights ,IA ,USA ,41.6004152,-93.71307329999999,Des Moines International Airport,"5800 Fleur Drive, Des Moines",US Army Reserve,"225 E Army Post Rd, Des Moines"
136,2016-01-05,Circle ,Scarborough ,ME ,USA ,43.5901974,-70.33449209999999,Portland International Jetport,"1001 Westbrook Street, Portland",Maine Military Museum & Learning Center,"50 Peary Terrace, South Portland"
137,2016-01-05,Lights Only ,San Diego ,CA ,USA ,32.715738,-117.1610838,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
138,2016-01-05,Lights Only ,Maurice River TWP ,NJ ,USA ,39.2592235,-74.9836584,Atlantic City International Airport,"101 Atlantic City International Airport, Egg Harbor Township",US Army Department,"N Maryland Ave & Sewell Ave, Atlantic City"
139,2016-01-05,Unknown ,Chapin ,SC ,USA ,34.1659795,-81.3498211,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
140,2016-01-05,Fireball ,Lake Wylie ,SC ,USA ,35.108476,-81.0428538,Charlotte Douglas International Airport,"5501 Josh Birmingham Parkway, Charlotte",Jasmine’s Military Shop / AZ EAZY SURPLUS,"4913 Chastain Ave #25, Charlotte"
141,2016-01-05,Other ,Seymour ,TN ,USA ,35.8725599,-83.77401979999999,Knoxville Downtown Island,"2701 Spence Place, Knoxville",US Marine Corps,"2201 Alcoa Hwy, Knoxville"
142,2016-01-05,Triangle ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
